Species	GF	Decid_Evergreen	Needle_Broadlf	C3C4	N2_fixer	LL	LMA	Nmass	Pmass	Amass	Gs
Kobresia_capilliformis	G	NA	NA	NA	NA	NA	5.00611499	NA	NA	NA	NA
Koeleria_cristata	G	NA	B	C3	N	1	7.179733542	1.198053327	NA	7.939751736	13.36453469
Koeleria_cristata	G	NA	B	C3	N	1.636107901	8.471242057	1.223110402	NA	9.710968146	15.32008618
Krascheninnikovia_ceratoides	S	NA	NA	NA	NA	NA	7.173164257	NA	NA	NA	NA
Kuhnia_eupatorioides	H	NA	NA	C3	N	NA	NA	NA	NA	NA	18.15971608
Laburnum_anagyroides	T	D	NA	NA	Y	NA	5.748848054	1.702894825	0.473971473	NA	NA
Lachemilla_orbiculata	H	NA	NA	NA	N	NA	8.28083122	1.062577798	NA	NA	NA
Lachemilla_sp	H	NA	NA	NA	N	NA	7.15980645	0.968974434	NA	NA	NA
Lagerstroemia_parviflora	T	D	B	NA	N	NA	8.20849364	1.139208552	0.351425517	NA	NA
Lagerstroemia_speciosa	T	D	B	NA	N	NA	6.969276606	1.36001542	0.507742573	NA	NA
Lagotis_kunawarensis	H	NA	NA	NA	NA	NA	5.866769627	1.743380167	NA	11.16117974	NA
Lambertia_formosa	S	E	B	C3	N	4.362549506	10.43824976	0.803466562	0.194315498	4.808838627	10.41257799
Lannea_coromandelica	T	D	B	NA	N	NA	6.732008472	1.233079889	0.720433516	NA	NA
Lannea_stuhlmannii	T	NA	NA	NA	N	NA	NA	NA	NA	NA	NA
Larix_decidua	T	D	N	C3	N	2.177442995	6.404399652	1.380187411	NA	7.452877294	11.00049211
Larix_decidua	T	D	N	C3	N	2.177549147	7.409248544	1.293922852	0.595651211	5.029095738	NA
Larix_decidua	T	D	N	C3	N	NA	7.674864299	1.42308271	0.465187827	NA	NA
Larix_laricina	T	NA	N	C3	N	2.177442995	7.99791792	1.168050404	NA	5.576167368	14.1308452
Larix_laricina	T	NA	N	C3	N	2.177442995	NA	1.113167961	0.333901242	6.190874792	NA
Larrea_tridentata	S	E	B	C3	N	2.94226957	11.04861205	1.333492886	NA	6.885508087	12.41014074
Larrea_tridentata	S	E	B	C3	N	NA	8.038596145	1.461229929	NA	NA	NA
Lasiopetalum_ferrugineum	S	E	B	C3	N	3.969182727	8.032253949	1.065762491	0.218083177	6.585224147	8.605315443
Lathyrus_pratensis	H	NA	B	C3	Y	NA	4.621871859	1.987371146	NA	NA	NA
Lathyrus_vernus	H	NA	NA	NA	Y	NA	3.673077974	1.921704425	NA	NA	NA
Laurelia_philippiana	T	E	B	C3	N	4.18440184	9.093940481	1.175117335	NA	4.947045387	8.112626581
Laurelia_philippiana	T	E	B	C3	N	5.323323668	8.386970731	1.213033926	NA	NA	NA
Laurus_azorica	T	E	NA	NA	N	NA	8.250327672	1.10443653	NA	NA	NA
Laurus_nobilis	S	E	B	C3	N	NA	6.75372962	NA	NA	NA	NA
Lavandula_dentata	S	E	B	C3	N	NA	6.68627956	1.478362575	NA	11.86906513	14.02691603
Lavandula_latifolia	S	E	B	C3	N	1.860215056	7.164927562	1.264771772	NA	5.268715438	NA
Lavandula_latifolia	S	E	B	C3	N	NA	6.777715982	1.335696576	NA	NA	NA
Lavandula_stoechas	S	E	NA	NA	N	NA	9.03015781	1.216404836	NA	NA	NA
Lavatera_cretica	H	NA	B	C3	N	NA	5.362343325	2.01865316	NA	16.50277701	17.97739021
Ledum_groenlandicum	S	E	B	C3	N	3.508794408	7.784373327	1.160927335	0.344555	7.515213168	NA
Ledum_groenlandicum	S	E	B	C3	N	NA	8.169196408	1.082400485	NA	NA	NA
Ledum_palustre	S	E	NA	NA	N	3.508794408	9.720142018	1.164495964	0.432301509	5.667793166	9.107038394
Ledum_palustre	S	E	NA	NA	N	NA	6.445117453	NA	NA	NA	NA
Leguminosae_sp	T	E	B	C3	N	5.468312152	8.517004847	1.391543793	NA	5.357612137	10.70882173
Leontodon_autumnalis	H	NA	NA	NA	N	NA	4.418163749	NA	NA	NA	NA
Leontodon_hispidus	H	NA	B	C3	N	NA	5.147387256	1.351249873	NA	NA	NA
Leontodon_hispidus	H	NA	B	C3	N	NA	5.468312152	1.650468624	NA	NA	NA
Leontodon_hispidus	H	NA	B	C3	N	NA	4.79647523	NA	NA	NA	NA
Leontopodium_ochroleucum	H	NA	NA	NA	NA	NA	6.702943641	NA	NA	NA	NA
Lepechinia_calycina	S	D	B	C3	N	1.905092367	7.389056099	1.295633805	0.397563742	8.149853894	9.938339953
Lepechinia_calycina	S	D	NA	C3	N	NA	7.791850996	1.596171749	NA	NA	NA
Lepidium_ruderale	H	NA	NA	NA	N	NA	5.496714317	1.829835465	NA	NA	NA
Lepidosperma_carphoides	G	E	N	NA	N	NA	13.989012	0.783389591	0.178843099	NA	NA
Lepidosperma_laterale	G	E	N	NA	N	NA	13.26364259	0.70695555	0.151668714	NA	NA
Lepidosperma_laterale	G	E	N	NA	N	NA	13.989012	0.877421067	0.211645628	NA	NA
Lepidosperma_semiteres	G	E	N	NA	N	NA	14.26169567	0.771331289	0.174692587	NA	NA
Lepidothamnus_laxifolius	S	E	B	NA	N	NA	8.087770419	1.008308959	0.33241415	NA	NA
Leptaulus_daphnoides	T	E	NA	NA	N	NA	NA	1.242945473	NA	NA	NA
Leptospermum_myrsinoides	S	E	B	NA	N	NA	8.792729592	1.033988605	0.265032679	NA	NA
Leptospermum_polygalifolium	S	E	B	C3	N	2.378031654	7.118172844	1.122686277	0.260074413	7.764907337	10.09355233
Leptospermum_trinervium	S	E	B	C3	N	3.841375108	8.242248254	0.933553811	0.201481041	4.786198187	7.533008846
Lespedeza_capitata	H	NA	B	C3	Y	NA	6.036504456	1.571121019	NA	10.1982822	11.31912696
Lespedeza_capitata	H	NA	B	C3	Y	1.214697815	7.454172363	1.383037898	NA	8.785210333	12.45901221
Lespedeza_capitata	H	NA	B	C3	Y	NA	NA	NA	NA	NA	13.05065457
Leucadendron_arcuatum_(m&f)	S	E	B	NA	NA	NA	12.63451274	0.701918743	0.186519311	NA	NA
Leucadendron_brunoides	S	E	B	NA	NA	NA	13.97667194	0.792758936	0.293967973	NA	NA
Leucadendron_conifesula	S	E	B	NA	NA	NA	10.85009829	0.899362757	0.24758264	NA	NA
Leucadendron_foedum_(m&f)	S	E	B	NA	NA	NA	11.14973585	0.85712255	0.368272483	NA	NA
Leucadendron_lanigerum	S	E	B	NA	NA	NA	10.55298045	0.704790463	0.227083087	NA	NA
Leucadendron_laureolum	S	E	B	NA	NA	NA	10.41668236	0.733108196	0.190514185	NA	NA
Leucadendron_laureolum	S	E	B	NA	NA	NA	10.74633816	0.919782856	0.307528443	NA	NA
Leucadendron_pubescens_(m&f)	S	E	B	NA	NA	NA	11.71049955	0.765699154	0.221782989	NA	NA
Leucadendron_pubescens_(m&f)	S	E	B	NA	NA	NA	9.614012421	0.752456576	0.228026893	NA	NA
Leucadendron_pubescens_(m&f)	S	E	B	NA	NA	NA	9.876785774	0.791351818	0.265762861	NA	NA
Leucadendron_salignum_(m&f)	S	E	B	NA	NA	NA	10.43015803	0.791796366	0.189011079	NA	NA
Leucadendron_salignum_(m&f)	S	E	B	NA	NA	NA	8.86266674	0.813041472	0.20343873	NA	NA
Leucadendron_salignum_(m&f)	S	E	B	NA	NA	NA	10.45250247	0.870449741	0.208229486	NA	NA
Leucadendron_salignum_(m&f)	S	E	B	NA	NA	NA	10.42693408	0.823379693	0.212392807	NA	NA
Leucadendron_salignum_(m&f)	S	E	B	NA	NA	NA	11.00669461	0.760337032	0.217218923	NA	NA
Leucadendron_salignum_(m&f)	S	E	B	NA	NA	NA	10.66118644	0.696662412	0.221584086	NA	NA
Leucadendron_salignum_(m&f)	S	E	B	NA	NA	NA	10.66357546	0.839486265	0.238671176	NA	NA
Leucadendron_salignum_(m&f)	S	E	B	NA	NA	NA	10.41735617	0.868951074	0.26759821	NA	NA
Leucadendron_xanthoconus_(m&f)	S	E	B	NA	NA	NA	6.930619437	0.828233197	0.192037704	NA	NA
Leucadendron_xanthoconus_(m&f)	S	E	B	NA	NA	NA	8.575501468	0.903465245	0.328148665	NA	NA
Leucanthemopsis_alpina	H	NA	B	C3	N	1.521928634	6.024774295	1.451956566	NA	9.446569543	NA
Leucanthemum_vulgare	H	NA	NA	NA	N	NA	4.373970546	1.405571687	NA	NA	NA
Leucanthemum_vulgare	H	NA	NA	NA	N	NA	6.302862895	NA	NA	NA	NA
Leucopogon_conostephioides	S	E	B	C3	N	3.149888665	8.988544588	1.045136627	NA	5.217560859	9.819565811
Leucospermum_conocarpodendron	S	E	B	NA	NA	NA	10.73253619	0.829914067	0.220812899	NA	NA
Leucospermum_conocarpodendron	S	E	B	NA	NA	NA	10.16869928	0.864714566	0.259407475	NA	NA
Leucospermum_cordifolium	S	E	B	NA	NA	NA	11.11438222	0.820084165	0.170368775	NA	NA
Leucospermum_cordifolium	S	E	B	NA	NA	NA	11.0043132	0.86758112	0.247906142	NA	NA
Leucospermum_hypophyllocarpodendron	S	E	B	NA	NA	NA	10.82476755	0.74746621	0.219165506	NA	NA
Leucothoe_racemosa	S	D	B	C3	N	2.254466493	7.01754166	0.991264454	0.267475556	6.710225226	8.112626581
Leymus_pubescens	G	NA	B	NA	NA	NA	7.255926674	NA	NA	NA	NA
Liatris_aspera	H	NA	B	C3	N	NA	8.230982578	1.236379814	NA	8.046355058	14.33577027
Librevillea_klainei	T	E	NA	NA	Y	NA	NA	1.20965077	NA	NA	NA
Licania_arborea	T	E	NA	NA	N	3.046347562	NA	NA	NA	NA	12.07771107
Licania_heteromorpha	T	E	B	C3	N	4.963246145	8.775685937	1.120688639	NA	5.645068181	13.16407857
Ligularia_alpigena	H	NA	NA	NA	NA	NA	6.083017415	NA	NA	NA	NA
Ligusticum_huteri	S	E	B	C3	N	NA	4.970782976	1.855303133	NA	13.30081261	11.84351554
Ligusticum_mutellina	H	NA	B	C3	N	1.496874259	6.684800125	1.748413089	NA	11.92768199	NA
Ligustrum_vulgare	S	E	NA	NA	N	NA	7.391792878	1.218645366	0.378336497	NA	NA
Lilium_martagon	H	NA	NA	NA	N	NA	4.903501792	1.777464383	NA	NA	NA
Limonium_migjornense	S	E	B	C3	N	NA	7.628934294	1.480969518	NA	8.941876442	10.2123301
Linaria_alpina	H	NA	B	C3	N	NA	4.963246145	1.457287684	NA	NA	NA
Lindelofia_pterocarpa	H	NA	NA	NA	NA	NA	5.978492053	NA	NA	NA	NA
Linnaea_borealis	S	NA	NA	NA	N	NA	4.380317694	1.054512361	NA	NA	NA
Liquidambar_styraciflua	T	D	B	NA	N	2.356865354	5.342627348	1	NA	NA	NA
Liquidambar_styraciflua	T	D	B	NA	N	NA	6.385324006	1.175555775	NA	NA	NA
Liriodendron_tulipifera	T	D	B	C3	N	2.063236507	5.944795053	1.419419547	NA	9.304041925	14.1995818
Liriodendron_tulipifera	T	D	B	C3	N	NA	6.582334623	1.265577383	0.398192886	NA	NA
Liriodendron_tulipifera	T	D	B	C3	N	NA	4.715427618	1.228038535	NA	NA	NA
Liriodendron_tulipifera	T	D	B	C3	N	NA	6.507108545	1.388716034	NA	NA	NA
Litchi_chinensis	T	E	B	NA	N	NA	8.250327672	1.164495964	0.566297208	NA	NA
Lithocarpus_havilandii	T	E	B	C3	N	NA	10.20298255	1.089225085	NA	3.443346248	NA
Livistona_humilis	T	E	B	NA	N	NA	10.72011953	1.05390421	NA	NA	NA
Livistona_humilis	T	E	B	NA	N	NA	10.00185581	1.27511714	NA	NA	NA
Lloydia_serotina	H	NA	NA	NA	NA	NA	9.198683099	NA	NA	NA	NA
Lobelia_inflata	H	NA	NA	NA	NA	NA	4.033743907	NA	NA	NA	NA
Loiseleuria_procumbens	S	E	NA	NA	N	4.802792316	11.00049211	0.861791729	NA	NA	NA
Loiseleuria_procumbens	S	E	NA	NA	N	5.918903726	10.40641748	0.955273597	NA	NA	NA
Loiseleuria_procumbens	S	E	NA	NA	N	5.574962026	10.62503486	1.023524906	NA	NA	NA
Lolium_rigidum	G	NA	B	NA	N	NA	4.937600472	1.483570498	NA	NA	NA
Lomatia_hirsuta	T	E	B	C3	N	3.975741381	8.097172941	0.92707509	NA	6.441281612	8.471609948
Lomatia_silaifolia	S	E	B	C3	N	4.204131668	8.54813604	0.81196174	0.22428224	5.329989264	7.657992222
Lomatocarpa_albomarginata	H	NA	NA	NA	NA	NA	5.699410164	NA	NA	NA	NA
Lonchocarpus_dipteroneurus	T	D	B	C3	Y	2.328206061	5.03384766	1.841387067	NA	10.55862667	9.505603383
Lonchocarpus_guatemalensis	T	D	NA	NA	Y	NA	7.30332744	1.482530819	0.386663404	NA	NA
Lonicera_baltica	S	D	NA	NA	NA	NA	6.487116986	NA	NA	NA	NA
Lonicera_bella	S	NA	B	C3	N	2.284334655	6.826545443	1.321481692	NA	7.939751736	12.24539537
Lonicera_etrusca	V	NA	B	C3	N	NA	6.178175817	1.297424944	NA	NA	NA
Lonicera_hispidula	V	D	B	C3	N	NA	7.62932977	NA	NA	NA	NA
Lonicera_periclymenum	V	D	NA	NA	N	NA	6.349435011	1.424453234	0.468506844	NA	NA
Lonicera_semenovii	S	NA	NA	NA	NA	NA	6.629553508	NA	NA	NA	NA
Lonicera_xylosteum	S	D	NA	NA	NA	NA	4.968631115	NA	NA	NA	NA
Lophira_alata	T	D	NA	NA	N	NA	NA	1.271947574	NA	NA	NA
Lophostemon_lactifluus	T	E	B	C3	N	2.55875101	8.011851698	0.982427463	0.269872968	6.249546572	NA
Loricaria_ilinissae	S	E	NA	NA	N	3.80554698	9.962749387	1.02981974	NA	NA	NA
Lotus_corniculatus	H	NA	B	C3	Y	NA	5.38722093	1.627234991	NA	NA	NA
Lotus_scoparius	S	D	B	C3	Y	1.351641026	7.271771976	1.434763461	0.44780384	10.48556972	12.89577837
Luehea_seemannii	T	D	B	NA	N	2.230888641	8.499437629	1.36001542	NA	8.429361511	18.05310716
Luehea_seemannii	T	E	B	NA	N	NA	6.595521439	NA	NA	8.430815115	18.64004254
Luehea_seemannii	T	D	B	NA	N	1.994106499	NA	1.519378381	NA	NA	NA
Luma_apiculata	T	E	B	C3	N	3.751738358	8.522140175	1.042261306	NA	5.875857528	8.363287914
Luma_apiculata	T	E	B	C3	N	3.704803302	9.158387856	1.058555086	NA	6.012197875	8.630789961
Lumnitzera_littorea	T	NA	NA	NA	NA	NA	10.86017886	NA	NA	NA	NA
Lunania_mexicana	T	E	NA	NA	N	NA	5.721160605	1.192201542	0.44550403	NA	NA
Lupinus_arcticus	H	NA	NA	NA	Y	1.744211342	NA	1.290813326	NA	NA	NA
Lupinus_kunthii	H	NA	NA	NA	Y	1.712711318	6.850209845	1.807919538	NA	NA	NA
Lupinus_perennis	H	NA	B	C3	Y	NA	5.64522777	1.674066898	NA	11.68004578	12.17262651
Lupinus_perennis	H	NA	B	C3	Y	0.975085888	6.125615733	1.737883887	NA	12.27625621	18.56292015
Lupinus_polyphyllus	H	NA	NA	NA	Y	NA	4.498709973	1.606754433	NA	NA	NA
Lupinus_sp	H	NA	NA	NA	Y	NA	5.562253565	1.661724422	NA	NA	NA
Luzula_alpino-pilosa	G	NA	B	C3	N	1.323548484	6.249524859	1.606754433	NA	10.32346035	NA
Luzula_arctica	G	NA	NA	NA	N	1.744211342	7.54729559	1.189087574	NA	NA	NA
Luzula_confusa	G	NA	NA	NA	N	1.744211342	NA	NA	NA	NA	NA
Luzula_gigantea	G	NA	NA	NA	N	NA	5.875857528	1.20965077	NA	NA	NA
Luzula_multiflora	G	NA	B	C3	N	NA	4.630190523	1.435166894	NA	NA	NA
Luzula_racemosa	G	NA	NA	NA	N	2.275590891	7.452877294	1.097924616	NA	NA	NA
Lychnis_flos-jovis	H	NA	B	C3	N	NA	5.223734219	1.15734436	NA	NA	NA
Lycopodium_annotinum	F	E	B	C3	N	NA	NA	0.935674701	NA	NA	NA
Lyginia_barbata	G	E	N	C3	N	5.253869447	16.95060011	0.86389695	NA	4.502962879	13.65089714
Lyonia_lucida	S	E	B	C3	N	3.508794408	9.356143133	0.856499145	0.231370301	5.381929959	9.012901825
Lyonia_lucida	S	E	B	C3	N	3.632912294	10.75873415	0.964435645	NA	4.197834949	9.652063517
Lysiphyllum_cunninghamii	T	E	B	NA	Y	NA	8.532441586	1.127029911	NA	NA	NA
Lysiphyllum_cunninghamii	T	E	B	NA	Y	NA	8.664782011	1.203870948	NA	NA	NA
Lysiphyllum_cunninghamii	T	E	B	NA	Y	NA	7.376256696	1.478101551	NA	NA	NA
Lythrum_salicaria	H	NA	NA	NA	NA	NA	5.96051062	NA	NA	NA	NA
Maackia_amurensis	T	D	B	C3	Y	1.870751772	6.558838913	NA	NA	7.020363576	NA
Macairea_rufescens	T	E	B	NA	N	NA	10.55444738	0.898212173	0.2083291	NA	NA
Macaranga_heynei	T	NA	NA	NA	N	NA	6.214055433	NA	NA	8.551682401	NA
Macaranga_heynei	T	NA	NA	NA	N	NA	6.681115158	NA	NA	NA	NA
Macaranga_hypoleuca	T	NA	NA	NA	NA	NA	7.031460153	NA	NA	NA	NA
Macaranga_lowii	T	E	B	C3	N	3.579815829	6.670181148	1.209311776	NA	NA	NA
Macaranga_sp	T	E	B	C3	N	NA	6.170250778	1.186700223	NA	6.63636552	NA
Macaranga_triloba	T	E	B	C3	N	NA	4.673225047	1.673180288	NA	10.39569705	NA
Machaerina_mariscoides	G	NA	NA	C3	N	NA	10.49050365	0.851163613	0.182871784	NA	NA
Machilus_thunbergii	T	E	B	NA	N	NA	8.140975499	1.226445297	NA	7.515994421	NA
Machilus_thunbergii	T	E	B	NA	N	3.751738358	NA	NA	NA	NA	NA
Macrocnemum_glabrescens	T	NA	NA	NA	N	2.621607888	NA	1.449281422	NA	NA	NA
Macrotomia_euchroma	H	NA	NA	NA	NA	NA	8.140975499	NA	NA	NA	NA
Macrozamia_communis	S	E	B	C3	Y	NA	11.37513156	1.137477059	0.279228697	4.112240978	6.798701225
Macrozamia_riedlei	S	E	B	C3	N	7.5659954	11.73922237	1.268449126	NA	4.854597898	9.954164212
Madhuca_indica	T	D	B	NA	N	NA	7.770851576	1.281425675	0.398192886	NA	NA
Maesa_japonica	S	E	B	C3	N	3.183030313	6.749035591	1.043796381	NA	5.937870621	NA
Magnolia_fraseri	T	D	B	C3	N	NA	5.175697656	1.433093626	NA	NA	NA
Magnolia_grandiflora	T	E	B	NA	N	NA	8.973149675	1.135536014	0.398192886	NA	NA
Magnolia_obovata	T	D	B	C3	N	1.855303133	6.742865742	NA	NA	7.650527534	NA
Magnolia_schiedeana	T	E	B	NA	N	4.76406542	7.325781424	1.380187411	NA	NA	NA
Maianthemum_bifolium	H	NA	NA	NA	N	NA	4.116376755	1.486165551	NA	NA	NA
Maianthemum_canadense	H	NA	NA	NA	NA	NA	4.315360664	NA	NA	NA	NA
Mallotus_nesophilus	T	E	B	C3	N	2.011679619	6.54974468	1.419419547	0.43488108	9.421912078	NA
Mallotus_paniculatus	T	NA	NA	NA	N	NA	6.232255368	NA	NA	10.1559865	NA
Mallotus_paniculatus	T	NA	NA	NA	N	NA	5.866719895	NA	NA	NA	NA
Mallotus_phillippensis	T	E	B	NA	N	NA	5.797321664	1.486165551	0.671702323	NA	NA
Malus_domestica	T	D	NA	NA	NA	NA	4.892536913	NA	NA	NA	NA
Malus_sp	T	D	B	C3	N	NA	6.660511471	1.488754715	0.425763196	NA	NA
Malus_sylvestris	T	D	NA	NA	N	NA	6.88334405	1.400916046	0.429266438	NA	NA
Malus_sylvestris	T	D	NA	NA	N	NA	5.515543383	NA	NA	NA	NA
Malvastrum_rotundifolium	H	NA	B	NA	N	NA	6.306857339	1.901160559	NA	14.44351974	NA
Mammea_africana	T	E	NA	NA	N	NA	NA	1.150134724	NA	NA	NA
Mangifera_foetida	T	E	B	C3	N	3.908085431	8.600543885	1.092136739	NA	NA	NA
Mangifera_indica	T	E	B	NA	N	NA	8.428498686	1.252710097	0.438713481	NA	NA
Manihot_esculenta	S	NA	B	C3	N	1.192546884	4.761246052	1.821905756	NA	14.44217933	21.19671945
Mansoa_verrucifera	V	D	B	C3	N	2.177442995	5.794805723	1.542838351	NA	7.492406645	8.219676506
Markhamia_platycalyx	T	E	NA	NA	N	NA	NA	1.575928874	NA	NA	NA
Matteuccia_struthiopteris	F	NA	B	C3	N	NA	4.787708788	1.677319439	NA	NA	NA
Maytenus_acuminata	T	NA	B	C3	N	NA	8.957265332	1.225112758	NA	NA	NA
Maytenus_canariensis	S	E	NA	NA	N	NA	7.94179693	1.211677405	NA	NA	NA
Maytenus_magellanica	T	E	NA	NA	N	NA	8.459782873	1	NA	NA	NA
Maytenus_oleodes	S	E	B	C3	N	NA	9.579198062	1.12442444	NA	4.971536669	NA
Maytenus_oleodes	T	E	B	C3	N	NA	10.00185581	1.121811081	NA	NA	NA
Medicago_minima	H	D	B	C3	Y	1.436179441	5.277963202	1.775076662	NA	10.92144727	NA
Medicago_minima	H	D	B	C3	Y	NA	4.39370136	1.982298897	NA	NA	NA
Melaleuca_acerosa	S	E	N	C3	N	4.027107863	12.45157867	0.931852187	NA	5.531858545	13.97450641
Melaleuca_leucadendra	T	E	B	C3	N	2.493815464	8.792729592	1.021415386	0.337501222	8.253106792	NA
Melaleuca_sp	S	E	B	NA	N	NA	16.15962837	1.010353184	NA	NA	NA
Melaleuca_uncinata	S	E	N	C3	N	3.313924354	13.20879846	1.06342979	0.33024998	4.746563182	8.445640083
Melaleuca_uncinata	S	E	N	C3	N	3.467053253	11.57685814	1.110705907	0.354796046	5.581680938	10.50877985
Melaleuca_uncinata	S	E	N	C3	N	NA	14.26169567	1.101761225	0.285986128	NA	NA
Melaleuca_viridiflora	T	E	B	C3	N	2.741760334	10.66035313	0.892695917	0.238878965	5.96154595	NA
Melaleuca_viridiflora	T	E	B	C3	N	2.694536153	10.55444738	0.80680751	0.211645628	6.087149891	NA
Melampyrum_pratense	H	NA	NA	NA	N	NA	5.401281657	1.681738355	NA	NA	NA
Melampyrum_sylvaticum	H	NA	B	C3	N	NA	4.471803252	1.309496837	NA	NA	NA
Melastoma_malabathricum	S	NA	NA	NA	N	NA	6.593317576	NA	NA	8.78623479	NA
Melastoma_malabathricum	S	NA	NA	NA	NA	NA	7.347723627	NA	NA	NA	NA
Melica_ciliata	G	NA	B	NA	N	NA	5.12695551	1.540592788	NA	NA	NA
Melilotus_alba	H	NA	NA	NA	NA	NA	5.591493355	NA	NA	NA	NA
Memora_sp	V	E	B	C3	N	2.833159968	8.230982578	1.365201893	NA	5.854179591	9.370287119
Menyanthes_trifoliata	H	NA	NA	NA	N	NA	5.103739	NA	NA	NA	NA
Meterosideros_polymorpha_gl	T	NA	NA	C3	N	NA	9.000630882	0.897712518	0.247105475	4.300810654	11.90693799
Meterosideros_polymorpha_gl	T	NA	NA	C3	N	NA	7.680052418	1.046365759	0.315088427	4.380870598	12.24539537
Meterosideros_polymorpha_gl	T	NA	NA	C3	N	NA	8.600418656	0.936597596	0.272251231	NA	NA
Meterosideros_polymorpha_pb	T	NA	NA	C3	N	NA	12.06441227	0.872251796	0.135335283	3.190704729	9.012901825
Meterosideros_polymorpha_pb	T	NA	NA	C3	N	NA	12.93628384	0.795210843	0.182871784	3.550795733	9.652063517
Meterosideros_polymorpha_pb	T	NA	NA	C3	N	NA	10.05464681	0.892695917	0.182871784	3.575226267	12.14514678
Meterosideros_polymorpha_pb	T	NA	NA	C3	N	NA	9.469048484	0.941311892	0.294684864	6.007500565	12.29512107
Meterosideros_polymorpha_pb	T	NA	NA	C3	N	NA	9.872943001	0.936597596	0.247105475	5.430196566	13.68020711
Michelia_nilagirica	T	NA	NA	NA	N	NA	6.814673073	1.300112878	0.390752867	NA	NA
Miconia_albicans	T	NA	B	C3	N	NA	8.887874717	1.178630128	NA	6.850209845	NA
Miconia_argentea	T	NA	NA	NA	N	2.584132875	NA	1.249466264	NA	NA	NA
Miconia_dispar	T	NA	B	C3	N	2.94226957	7.723844634	1.223110402	NA	7.1195369	20.16384534
Miconia_fallax	S	E	NA	NA	N	NA	NA	NA	NA	NA	7.997917906
Miconia_ligustroides	T	NA	B	C3	N	NA	8.308240423	1.206255244	NA	7.609395834	NA
Micrandra_sprucei	T	E	B	C3	N	5.468312152	9.333286026	1.033988605	NA	5.13709578	11.87239864
Micromyrtus_sessilis	S	E	B	C4	N	NA	10.21799125	1.195993173	0.31703546	3.976900889	5.517399154
Micropholis_magueirei	T	E	B	C3	N	5.491993905	9.557009542	0.907637678	NA	NA	NA
Miliusa_tomentosa	T	D	B	NA	N	NA	6.913577888	1.427644463	0.45118401	NA	NA
Milletia_dura	T	E	NA	NA	Y	NA	NA	1.880323373	NA	NA	NA
Mimetes_cucullatus	S	E	B	NA	NA	NA	10.61727588	0.744786109	0.158507871	NA	NA
Mimetes_cucullatus	S	E	B	NA	NA	NA	9.986628904	0.727216094	0.214512626	NA	NA
Mimetes_fibrifolium	S	E	B	NA	NA	NA	9.108853465	0.851906837	0.205434157	NA	NA
Mimulus_aurantiacus	S	E	B	C3	N	2.402276233	7.760137088	1.065026839	0.398041105	8.07683429	11.28303195
Mimusops_elengi	T	E	B	NA	N	NA	8.155101854	1.249466264	0.70695555	NA	NA
Mimusops_hexendra	T	E	B	NA	N	NA	8.081292987	1.233079889	0.547682253	NA	NA
Mimusops_obovata	T	NA	B	C3	N	NA	7.347723627	1.489271844	NA	NA	NA
Mitragyna_parviflora	T	D	B	NA	N	NA	7.092524857	1.339445967	0.41227831	NA	NA
Molinia_caerulea	G	NA	B	NA	N	NA	5.177285906	NA	NA	NA	NA
Molinia_caerulea	G	NA	B	NA	N	NA	5.319042361	NA	NA	NA	NA
Monanthotaxis_caffra	V	NA	B	C3	N	NA	6.079551966	1.781973619	NA	NA	NA
Moneses_uniflora	S	NA	NA	NA	N	NA	5.788509638	1.362920968	NA	NA	NA
Monocarpia_marginalis	T	E	B	C3	N	4.13215181	6.17103827	1.741262257	NA	NA	NA
Monotes_glaber	T	NA	NA	NA	N	NA	NA	NA	NA	NA	NA
Morisonia_americana	T	E	B	C3	N	2.94226957	8.736337813	1.519105672	NA	5.641421112	10.85204362
Mortoniodendron_guatemalense	T	E	NA	NA	N	NA	7.384933067	1.197368073	0.345250079	NA	NA
Morus_alba	T	D	B	NA	N	NA	6.221525066	1.36001542	0.463220971	NA	NA
Mouriri_incitheca	T	E	B	NA	N	NA	13.04801788	0.699397884	0.190600185	NA	NA
Myoporum_sandwicensis	T	NA	NA	C3	N	NA	8.738570604	1.116936545	0.45118401	7.425676948	11.429099
Myosotis_palustris	H	NA	NA	NA	N	NA	4.046854888	1.402780718	NA	NA	NA
Myrceugenia_planipes	T	E	B	C3	N	4.741257997	8.372384552	1	NA	5.298654672	7.15980645
Myrceugenia_planipes	T	E	B	C3	N	5.223734219	7.716426905	1.058555086	NA	NA	NA
Myrica_esculenta	T	NA	NA	NA	NA	NA	7.99098095	NA	NA	NA	NA
Myrica_faya	T	E	NA	NA	Y	NA	7.21867112	1.373602014	NA	NA	NA
Myrica_gale	S	D	NA	NA	NA	NA	7.318013086	NA	NA	NA	NA
Myricaria_squamosa	S	NA	NA	NA	NA	NA	7.701327258	NA	NA	NA	NA
Myriocarpa_longipes	S	D	NA	NA	N	NA	5.658621012	1.173708381	0.390900526	NA	NA
Myrsine_lessertiana	T	NA	NA	C3	N	NA	8.961510184	0.982427463	0.247105475	5.318948165	8.708964137
Myrsine_nummularia	S	E	B	NA	N	NA	8.212890576	1.022839593	0.357123658	NA	NA
Myrsine_sandwicensis	S	E	NA	C3	N	NA	5.276274001	1.021415386	0.272251231	NA	NA
Myrsine_seguinii	T	E	B	NA	N	5.543631002	NA	NA	NA	NA	NA
