Species	GF	Decid_Evergreen	Needle_Broadlf	C3C4	N2_fixer	LL	LMA	Nmass	Pmass	Amass	Gs
Corylus_avellana	S	D	NA	NA	N	NA	4.798012281	NA	NA	NA	NA
Corymbia_foelscheana	T	E	B	C3	N	2.694536153	10.45193874	0.897712518	0.238878965	5.875857528	NA
Corymbia_gummifera	T	E	B	C3	N	3.201972635	9.693952318	0.914176467	0.218083177	5.861132668	10.66804908
Cotoneaster_interrigimus	S	D	NA	NA	NA	NA	5.626802026	NA	NA	NA	NA
Coula_edulis	T	E	NA	NA	N	NA	NA	1.246211424	NA	NA	NA
Coursetia_arborea	T	D	B	C3	Y	2.177442995	4.815621949	1.645978253	NA	9.650250608	8.57022595
Crataegus_curvisepala	S	D	NA	NA	NA	NA	6.99001479	NA	NA	NA	NA
Crataegus_monogyna	S	D	B	C3	N	2.07316409	8.026795404	1.339445967	NA	7.519132179	10.1982822
Crataegus_monogyna	S	D	B	C3	N	1.982196784	6.364787765	1.318865508	NA	9.321372021	NA
Crataegus_monogyna	S	D	B	C3	N	NA	6.948628896	1.287954331	0.408293486	NA	NA
Crataegus_monogyna	T	D	B	C3	N	NA	7.195578466	1.101761225	NA	NA	NA
Crataegus_monogyna	S	D	B	C3	N	NA	7.234134318	1.225492724	NA	NA	NA
Crataegus_monogyna	S	D	B	C3	N	NA	7.701327258	NA	NA	NA	NA
Crataegus_x_macrocarpa	S	D	B	C3	N	2.269464579	7.697985011	1.362920968	0.538058086	7.092524857	13.85143628
Cremanthodium_pinnatifidum	H	NA	NA	NA	NA	NA	4.603048509	1.859102489	NA	11.5145866	NA
Crepis_sancta	H	NA	B	C3	N	NA	4.434677916	1.301749893	NA	NA	NA
Crepis_sancta	H	NA	B	C3	N	NA	4.855170655	1.318865508	NA	NA	NA
Crepis_triasii	H	E	B	C3	N	NA	5.628632117	1.681738355	NA	11.64055962	15.17226969
Crepis_vesicaria	H	NA	B	C3	N	NA	4.895812726	1.388580112	NA	NA	NA
Crepis_vesicaria	H	NA	B	C3	N	NA	5.724341351	1.554112062	NA	NA	NA
Crescentia_cujete	T	E	B	NA	N	NA	6.249546572	1.351249873	0.45118401	NA	NA
Croton_bilbergianus	T	NA	NA	NA	N	NA	NA	1.541828872	NA	NA	NA
Croton_draco	T	NA	NA	NA	NA	NA	6.008493935	NA	NA	NA	NA
Croton_schiedeanus	T	E	NA	NA	N	NA	6.157786018	1.326002502	0.443130212	NA	NA
Croton_steenkampianus	T	NA	B	C3	N	NA	6.619925638	2.042474466	NA	NA	NA
Cryptocarya_alba	T	E	B	C3	N	4.47412389	8.681123096	0.931852187	NA	6.371720968	7.226274395
Culcitium_canescens	H	NA	NA	NA	N	NA	11.50152654	1.086308629	NA	NA	NA
Culcitium_nivale	H	NA	NA	NA	N	2.241001789	10.74597363	1.216404836	NA	NA	NA
Culcitium_reflexum	H	NA	NA	NA	N	NA	9.897241395	1.178630128	NA	NA	NA
Culcitium_reflexum	H	NA	NA	NA	N	NA	9.327771288	1.219763621	NA	NA	NA
Cunonia_capensis	T	NA	B	C3	N	NA	9.594782312	NA	NA	NA	NA
Cupania_dentata	T	E	NA	NA	N	NA	7.851641041	1.19323718	0.362068099	NA	NA
Cupania_rufescens	T	E	NA	NA	N	3.751738358	NA	1.312379113	NA	NA	NA
Cupania_sylvatica	T	E	NA	NA	N	4.380317694	NA	1.506717018	NA	NA	NA
Curtissia_dentata	T	NA	B	C3	N	NA	7.56242316	1.177928661	NA	NA	NA
Curtissia_dentata	T	NA	B	C3	N	NA	7.604378131	1.189780484	NA	NA	NA
Cussonia_spicata	T	NA	B	C3	N	NA	7.929429367	1.232087666	NA	NA	NA
Cycas_armstrongii	S	E	B	NA	N	NA	8.730764068	1.381328525	NA	NA	NA
Cymbopetalum_baillonii	T	E	NA	NA	N	NA	7.712611524	1.126658181	0.507742573	NA	NA
Cynometra_retusa	T	E	NA	NA	Y	NA	8.21318654	1.07452855	0.358290784	NA	NA
Cyrilla_racemiflora	S	E	B	C3	N	3.508794408	7.484522523	1.10558051	0.284040401	7.64940951	9.940975854
Cytisus_scoparius	S	E	NA	NA	Y	NA	5.992325207	1.593018534	0.393228846	NA	NA
Dacrydium_beccarii	T	NA	B	NA	N	NA	NA	0.950649358	0.288192925	NA	NA
Dactylis_glomerata	G	D	B	C3	N	1.34317959	5.256975625	1.616801217	NA	8.260828345	NA
Dactylis_glomerata	G	D	B	C3	N	NA	5.198974311	1.55398	NA	NA	NA
Dactylis_glomerata	G	D	B	C3	N	NA	4.717569262	1.708480228	NA	NA	NA
Dactylis_glomerata	G	D	B	C3	NA	NA	5.236261169	NA	NA	NA	NA
Dactylorhiza_maculata	H	NA	NA	NA	N	NA	5.250404456	NA	NA	NA	NA
Dalbergia_armata	V	NA	B	C3	Y	NA	7.149043384	1.970596417	NA	NA	NA
Dalbergia_melanoxylon	T	NA	NA	NA	Y	NA	NA	NA	NA	NA	NA
Dalbergia_sissoo	T	D	B	NA	Y	NA	8.023913744	1.377329234	0.474863685	NA	NA
Daphne_gnidium	S	E	NA	NA	N	NA	9.043060062	1.234090226	NA	NA	NA
Daphne_mezereum	S	D	NA	NA	N	NA	5.181695307	1.49563064	0.596231409	NA	NA
Daphne_mezereum	S	D	NA	NA	NA	NA	4.436911292	NA	NA	NA	NA
Dasyphyllum_diacanthoides	T	E	B	C3	N	3.333823964	8.324362095	1.086308629	NA	6.445117453	8.683007912
Datura_stramonium	H	NA	B	C3	N	NA	5.391777941	2.132715454	NA	16.04993003	22.02664055
Daucus_carota	H	D	B	C3	N	1.546456947	5.757809105	1.495394964	NA	11.4790955	NA
Daucus_carota	H	D	B	C3	N	NA	6.615466322	1.554112062	NA	NA	NA
Davilla_rugosa	T	NA	B	C3	N	NA	9.208390109	1.15734436	NA	5.96154595	NA
Deidamia_clematoides	T	E	NA	NA	N	NA	NA	1.559000321	NA	NA	NA
Delphinium_pictium	H	NA	B	C3	N	NA	5.780563847	1.807919538	NA	12.31520346	11.80582979
Dendropanax_arboreus	T	E	NA	NA	N	NA	7.180029057	0.953427407	0.423776016	NA	NA
Dendropanax_arboreus	T	E	NA	NA	NA	NA	10.07244946	NA	NA	NA	NA
Dentaria_laciniata	H	NA	B	C3	N	1.042261306	4.60546458	2.063236507	NA	13.95005913	10.54894502
Deschampsia_cespitosa	G	NA	B	C3	N	NA	5.719629207	1.310604442	NA	NA	NA
Deschampsia_flexuosa	G	NA	B	NA	N	NA	5.819691617	NA	NA	NA	NA
Desmazeria_rigida	G	NA	B	NA	N	NA	5.117387623	1.501613476	NA	NA	NA
Desmodium_canadense	H	NA	B	C3	Y	1.472986963	6.057777072	1.446599829	NA	9.790793029	11.13321657
Desmopsis_panamensis	T	NA	NA	NA	N	NA	NA	1.411132077	NA	NA	NA
Dialium_guianense	T	D	NA	NA	Y	NA	6.824884266	1.255297307	0.394203838	NA	NA
Dialium_schlechteri	T	NA	B	C3	Y	NA	6.858915103	1.675988513	NA	NA	NA
Dianthus_acicularis	H	NA	NA	NA	N	NA	6.328720228	1.384749676	NA	NA	NA
Dianthus_rupicola	H	NA	B	C3	N	NA	7.835021799	1.36001542	NA	8.603642895	9.685973772
Dianthus_versicolor	H	NA	NA	NA	N	NA	5.75752903	1.367325717	NA	NA	NA
Diapensia_lapponica	S	E	NA	NA	N	5.086732194	8.986658163	1.141039051	NA	NA	NA
Diastella_divaricata	S	E	B	NA	NA	NA	8.14662987	1.024203384	0.237733883	NA	NA
Dichanthelium_oligosanthe	G	NA	B	C3	N	NA	NA	NA	NA	NA	13.49444668
Dichanthium_ischaemum	G	NA	B	NA	N	NA	4.653417994	1.357101763	NA	NA	NA
Dichostemma_caloneura	T	E	NA	NA	N	NA	NA	1.739996369	NA	NA	NA
Dichostemma_glaucens	T	E	NA	NA	N	NA	NA	1.413901599	NA	NA	NA
Dicranopteris_linearis	F	NA	NA	C3	N	NA	6.845158488	1.038135689	0.247105475	NA	NA
Dicranopteris_linearis	F	NA	NA	C3	N	NA	7.704975772	0.982427463	0.272251231	NA	NA
Didymopanax_macrocarpum	T	E	NA	NA	N	NA	NA	NA	NA	NA	9.984461112
Didymopanax_morototoni	T	E	B	NA	N	NA	8.496565249	NA	NA	7.551196359	20.7682163
Didymopanax_vinosum	T	NA	B	C3	N	NA	8.760439554	1.297022675	NA	7.96890395	NA
Digitalis_grandiflora	H	NA	NA	NA	N	NA	4.571438812	1.39717697	NA	NA	NA
Dillenia_indica	T	E	B	NA	N	NA	7.122904028	1.142865732	0.425763196	NA	NA
Dillenia_suffruticosa	S	NA	NA	NA	N	NA	6.90202011	NA	NA	8.734819984	NA
Diospyros_cauliflora	T	E	B	C3	N	NA	6.47572587	NA	NA	5.806116277	NA
Diospyros_dendo	T	E	NA	NA	N	NA	NA	1.150134724	NA	NA	NA
Diospyros_embryopteris	T	E	B	NA	N	NA	7.449703135	1.236379814	0.566297208	NA	NA
Diospyros_hoyleana	T	E	NA	NA	N	NA	NA	1.278276476	NA	NA	NA
Diospyros_inhacaensis	T	NA	B	C3	N	NA	7.457478155	NA	NA	NA	NA
Diospyros_maingayi	T	E	B	C3	N	NA	9.832274002	NA	NA	4.322755253	NA
Diospyros_melanoxylon	T	D	B	NA	N	2.833159968	7.989228128	1.182129337	0.383426507	NA	NA
Diospyros_natalensis	T	NA	B	C3	N	NA	8.230982578	1.214720904	NA	NA	NA
Diospyros_natalensis	T	NA	B	C3	N	NA	7.869416305	1.316029987	NA	NA	NA
Diospyros_nutans	T	E	B	C3	N	NA	7.62208778	NA	NA	3.895552362	NA
Diospyros_texana	S	D	NA	NA	N	1.8083871	6.486131172	1.380187411	NA	NA	NA
Diospyros_whyteana	T	NA	B	C3	N	NA	8.140975499	1.310548705	NA	NA	NA
Diphasiastrum_complanatum	F	E	B	C3	N	NA	NA	0.909630375	NA	NA	NA
Diplacus_aurantiacus	S	E	NA	NA	N	NA	7.997917906	1.282054305	NA	NA	NA
Diplospora_malaccensis	T	E	B	C3	N	3.875538241	7.599731093	1.43878635	NA	NA	NA
Diplostephium_rupestre	S	NA	NA	NA	N	1.805909977	8.913087666	1.422168071	NA	NA	NA
Dipterocarpus_sublamellatus	T	E	B	C3	N	3.030007285	8.402443666	1.236050337	NA	NA	NA
Dirca_occidentalis	S	D	B	C3	N	1.818366971	5.777667185	1.509834436	0.467292443	8.414866811	8.841000067
Dittrichia_viscosa	S	NA	B	C3	N	NA	5.646601152	1.701446747	NA	12.22129905	13.49882332
Dodonaea_triquetra	S	E	B	C3	N	2.476139943	7.215167347	1.321767427	0.332082147	10.17981234	10.88580828
Dodonaea_viscosa	S	E	B	C3	N	NA	8.682762809	1.15734436	0.425763196	NA	NA
Dodonaea_viscosa_angustissima	S	E	B	C3	N	2.455250575	9.255674119	1.309230894	0.387933418	6.545938697	10.78333567
Dodonaea_viscosa_cuneata	S	E	B	C3	N	2.703283688	7.80530426	1.344760422	0.36304508	7.211629455	7.470838408
Dodonaea_viscosa_spatulata	S	E	B	C3	N	2.757085675	8.334541614	1.34603464	0.390900526	7.457159616	7.620664247
Dombeya_mukole	T	E	NA	NA	N	NA	NA	1.710111277	NA	NA	NA
Doronicum_clusii	H	NA	B	C3	N	1.283103999	5.410901164	1.833783585	NA	13.9626795	NA
Dorycnium_hirsutum	H	D	B	C3	Y	1.676801956	5.344828156	1.655442467	NA	11.56414421	NA
Dorycnium_pentaphyllum	H	D	B	C3	Y	2.111370585	5.683395823	1.70544822	NA	9.502784127	NA
Dorycnium_pentaphyllum	H	D	B	C3	Y	NA	6.287930472	1.529883726	NA	NA	NA
Dorycnium_spectabile	S	D	NA	NA	Y	NA	6.724757601	1.756912018	NA	NA	NA
Dovyalis_longispina	T	NA	B	C3	N	NA	7.933484209	1.610728793	NA	NA	NA
Draba_aretioides	H	NA	NA	NA	N	NA	6.558838913	1.388716034	NA	NA	NA
Draba_korshinskyi	H	NA	NA	NA	NA	NA	4.335633	NA	NA	NA	NA
Draba_pamirica	H	NA	NA	NA	NA	NA	6.144625199	NA	NA	NA	NA
Dracocephalum_heterophyllum	S	NA	NA	NA	NA	NA	6.269462163	NA	NA	NA	NA
Dracocephalum_paulsenii	H	NA	NA	NA	NA	NA	6.099525449	NA	NA	NA	NA
Dracophyllum_uniflorum	S	E	B	NA	N	NA	10.52461683	0.940908758	0.316597845	NA	NA
Draracophyllum_prostratum	S	E	B	NA	N	NA	8.459027519	0.946055937	0.317486932	NA	NA
Drimys_piperita	S	E	B	C3	N	NA	7.958614442	1.413085253	NA	4.016829887	NA
Drimys_piperita	S	E	B	C3	N	NA	7.919723473	1.288438568	NA	4.506622227	NA
Drimys_piperita	S	E	B	C3	N	NA	6.190640101	1.197330272	NA	6.482723563	NA
Drimys_winteri	T	E	B	C3	N	4.251016077	8.471242057	1.033988605	NA	6.095403899	7.452877294
Drimys_winteri	T	E	B	C3	N	4.741257997	9.579614111	0.80680751	NA	5.147387256	8.44469901
Drimys_winteri	T	E	B	C3	N	5.069535978	9.490237934	0.941311892	NA	NA	NA
Drimys_winteri	T	E	B	C3	N	NA	8.706632203	0.944125767	NA	NA	NA
Drosera_rotundifolia	H	NA	B	C3	N	NA	4.05914108	1.082497438	NA	5.253869447	NA
Drosera_sp	H	NA	B	C3	N	1.817923991	5.451955193	1.189434095	NA	7.329893462	NA
Dryas_integrifolia	S	E	NA	NA	Y	3.18471401	9.971480442	1.180381421	0.367879441	5.323323668	NA
Dryas_integrifolia	S	E	NA	NA	N	NA	7.584945358	1.002107777	NA	NA	NA
Dryas_octopetala	S	E	B	C3	N	NA	6.109796793	1.329504855	0.683954458	NA	NA
Dryas_octopetala	S	E	B	C3	N	1.554521323	7.16649484	1.358282775	NA	NA	NA
Dryas_octopetala	S	E	B	C3	N	1.521928634	7.81781802	1.362920968	NA	NA	NA
Dryas_octopetala	S	E	B	C3	N	NA	7.939751736	1.449281422	NA	NA	NA
Dryas_octopetala	S	E	B	C3	Y	3.066613724	6.483313484	1.561433334	NA	NA	NA
Drypetes_arguta	T	NA	B	C3	N	NA	7.841918531	NA	NA	NA	NA
Drypetes_natalensis	T	NA	B	C3	N	NA	7.970288688	1.485906311	NA	NA	NA
Dubautia_scabra	S	E	NA	C3	N	NA	6.201059605	0.912547645	0.218083177	NA	NA
Duguetia_furfuracea	T	NA	B	C3	N	NA	9.232392355	1.318456592	NA	5.832396583	NA
Dussia_mexicana	T	D	NA	NA	Y	NA	6.791114042	1.221103768	0.417266139	NA	NA
Echinacea_angustifolia	H	NA	NA	C3	N	NA	NA	NA	NA	NA	18.41083015
Echinacea_purpurea	H	NA	B	C3	N	1.825876218	6.626633267	1.192546884	NA	8.081292987	14.6032081
Echinops_ritro	H	D	B	C3	N	1.654766839	6.876556326	1.536866836	NA	10.28167624	NA
Echinops_ritro	H	D	B	C3	N	NA	7.997917906	1.175882424	NA	NA	NA
Ekebergia_capensis	T	NA	B	C3	N	NA	9.012353885	1.038135689	NA	NA	NA
Ekebergia_capensis	T	NA	B	C3	N	NA	8.558376151	1.213371566	NA	NA	NA
Ekebergia_capensis	T	NA	B	C3	N	NA	7.593817336	1.775820962	NA	NA	NA
Elateriospermum_tapos	T	E	B	C3	N	2.893833183	7.87929999	1.25562022	NA	NA	NA
Eleagnus_angustifolia	T	NA	B	C3	N	1.611428826	6.730021342	1.821905756	NA	9.42424992	13.54992978
Elymus_nutans	G	NA	B	NA	NA	NA	5.477800858	NA	NA	NA	NA
Elytrigia_repens	G	NA	B	C3	N	NA	5.040077364	1.474087277	NA	NA	NA
Embothrium_coccineum	T	E	B	C3	N	2.328206061	7.454172363	1.199426574	NA	8.5251004	10.923704
Embothrium_coccineum	T	E	B	C3	N	NA	8.223864975	1.081224452	NA	NA	NA
Embothrium_coccineum	T	E	B	C3	N	3.046347562	7.49080466	1.271947574	NA	NA	NA
Empetrum_hermaphroditum	S	E	B	NA	N	5.004362674	9.468526196	0.897712518	NA	NA	NA
Empetrum_hermaphroditum	S	E	B	NA	N	5.060045589	8.947431757	0.9846464	NA	NA	NA
Empetrum_nigrum	S	E	B	C3	N	5.918903726	9.445643421	1.042261306	NA	4.995442684	8.242837581
Empetrum_nigrum	S	E	B	C3	N	5.002609558	6.967216698	1.081140336	NA	4.963246145	NA
Empetrum_nigrum	S	E	B	C3	N	NA	7.355601211	1.131231736	0.379617339	NA	NA
Eperua_leucantha	T	E	B	C3	Y	5.172999408	7.552053274	1.101761225	NA	4.689411601	9.374995606
Eperua_purpurea	T	E	B	C3	Y	5.121608017	NA	1.199426574	NA	5.703908256	10.17716297
Ephedra_regeliana	S	NA	NA	NA	NA	NA	6.562585502	NA	NA	NA	NA
Epilobium_angustifolium	H	NA	NA	NA	N	1.744211342	6.596180208	1.321481692	NA	NA	NA
Epilobium_glandulosum	H	NA	NA	NA	NA	NA	4.912387296	NA	NA	NA	NA
Epilobium_latifolium	H	NA	NA	NA	N	1.744211342	6.209465384	1.554119399	NA	NA	NA
Epilobium_lirsutum	H	NA	NA	NA	N	NA	5.498426263	NA	NA	NA	NA
Epipactis_helleborine	H	NA	NA	NA	NA	NA	4.166716843	NA	NA	NA	NA
Equisetum_arvense	F	NA	NA	NA	Y	1.744211342	7.421056064	1.383037898	NA	NA	NA
Equisetum_sylvaticum	F	NA	B	C3	N	NA	5.015367165	1.436943746	NA	NA	NA
Equisetum_variegatum	F	NA	NA	NA	Y	1.744211342	9.012901825	1.419419547	NA	NA	NA
Eremaea_pauciflora	S	E	N	C3	N	3.149888665	9.960583684	1.065381935	NA	5.901603349	11.61657376
Eremophila_deserti	S	E	B	C3	N	4.322645805	10.36435889	1.224581349	0.349724355	5.291896467	7.132136154
Eremophila_glabra	S	E	B	C3	N	3.323711118	8.957611133	1.301225832	0.371056911	6.300954608	8.595401145
Eremophila_glabra	S	E	B	C3	N	3.472708661	9.142296911	1.254408168	0.419091405	7.119946454	11.79746728
Eremophila_longifolia	S	E	B	C3	N	3.251864549	11.35716157	1.180021249	0.367879441	NA	NA
Eremophila_mitchelli	S	E	B	C3	N	3.166408114	9.516506711	1.31000854	0.358125374	5.627148431	7.540995766
Erica_arborea	T	E	NA	NA	N	NA	8.324099769	1.097347617	NA	NA	NA
Erica_cinera	S	E	NA	NA	N	NA	7.011457289	1.163902182	0.351425517	NA	NA
Erica_scoparia	S	E	NA	NA	N	NA	9.107350227	1.135536014	NA	NA	NA
Erica_scoparia	S	E	NA	NA	N	NA	8.244128621	1.150134724	NA	NA	NA
Erica_tetralix	S	NA	NA	NA	N	NA	8.156404121	NA	NA	NA	NA
Erigeron_acre	H	NA	B	C3	N	NA	5.744184933	1.380187411	NA	NA	NA
Erigeron_ecuadoriensis	H	NA	NA	NA	N	2.589480524	6.169044326	1.578327959	NA	NA	NA
Erigeron_heterochaeta	H	NA	NA	NA	NA	NA	5.897431787	NA	NA	NA	NA
Erigeron_poncinsii	H	NA	NA	NA	NA	NA	6.289295685	NA	NA	NA	NA
Erigeron_strigosus	H	NA	NA	NA	NA	NA	4.331759861	NA	NA	NA	NA
Erigeron_uniflorus	H	NA	B	C3	N	1.505286107	5.362468876	1.680634606	NA	14.4929763	NA
Eriodictyon_californicum	S	E	B	C3	N	2.605662819	9.497228318	1.248571378	0.447311526	7.515743847	12.76746324
Eriodictyon_californicum	S	E	NA	C3	N	NA	11.42637133	0.987079732	NA	NA	NA
Eriophorum_angustifolium	G	NA	B	C3	N	1.744211342	8.223701475	1.226445297	NA	6.993463369	11.13813323
Eriophorum_angustifolium	G	NA	B	C3	N	NA	6.576851967	1.505896108	NA	NA	NA
Eriophorum_triste	G	NA	NA	NA	N	3.066613724	8.708964137	1.226445297	NA	NA	NA
Eriophorum_vaginatum	G	NA	NA	NA	N	3.066613724	8.980321122	1.288474763	0.463220971	7.713477113	10.40471248
Eriostemon_australasius	S	E	B	C3	N	2.951753635	8.728276379	1.081664197	0.236053336	5.78913675	10.66514077
Erodium_cicutarium	H	NA	NA	NA	N	NA	3.525673169	1.342409624	NA	NA	NA
Eryngium_campestre	H	D	B	C3	N	1.479863191	7.294807366	1.396831384	NA	10.49807467	NA
Erythrina_caffra	T	NA	B	C3	Y	NA	5.921476119	2.170335504	NA	NA	NA
Erythrina_excelsa	T	E	NA	NA	Y	NA	NA	1.627651821	NA	NA	NA
Erythrina_folkersii	T	D	NA	NA	Y	NA	5.399418041	1.558513124	0.440234293	NA	NA
Erythronium_americanum	H	NA	B	C3	N	1.321481692	5.226004486	1.864978063	NA	11.24536168	12.87251539
Erythrophleum_chlorostachys	T	E	B	C3	Y	2.658397786	7.389056099	1.430372424	0.335707518	7.701327258	NA
Erythrophleum_chlorostachys	T	D	B	C3	Y	NA	7.427899068	1.436621157	NA	NA	NA
Erythrophleum_chlorostachys	T	D	B	C3	Y	NA	7.123773975	1.452312767	NA	NA	NA
Erythrophleum_lasianthum	T	NA	B	C3	Y	NA	6.267325973	1.98737556	NA	NA	NA
Erythroxylum_cumanense	T	D	B	C3	N	2.646208481	6.196029855	1.637198736	0.448660582	NA	NA
Erythroxylum_densum	T	NA	B	C3	N	2.94226957	6.57141186	1.522517044	0.399319198	NA	NA
Erythroxylum_orinocense	T	D	B	C3	N	2.571482735	5.433067883	1.57145894	0.440932836	NA	NA
Eucalyptus_baxteri	T	E	B	C3	N	NA	11.00049211	0.917423439	0.227299656	NA	NA
Eucalyptus_bleeseri	T	E	B	C3	N	NA	10.5858538	0.955734419	NA	NA	NA
Eucalyptus_brevifolia	T	E	B	C3	N	NA	11.79995258	0.917747293	NA	NA	NA
Eucalyptus_brevifolia	T	E	B	C3	N	NA	11.76002278	0.956079846	NA	NA	NA
Eucalyptus_clavigera	T	E	B	C3	N	NA	8.547971114	1.017179234	NA	6.92057218	NA
Eucalyptus_clavigera	T	D	B	C3	N	NA	9.656258363	1.087996484	NA	NA	NA
Eucalyptus_conferiflora	T	E	B	C3	N	NA	8.563594381	1.072152272	NA	NA	NA
Eucalyptus_dumosa	T	E	B	C3	N	4.369499574	11.94602616	0.958776251	0.269872968	4.869255037	8.411962278
Eucalyptus_foecunda	T	E	B	C3	N	NA	12.46442698	0.995644707	0.276928299	NA	NA
Eucalyptus_globulus	T	E	B	C3	N	NA	8.683007912	1.109382685	0.438713481	NA	NA
Eucalyptus_haemostoma	T	E	B	C3	N	3.560932379	9.97947759	1.018751404	0.230265777	5.623914854	12.34131298
Eucalyptus_incrassata	T	E	B	C3	N	NA	14.26169567	0.897712518	0.214895804	NA	NA
Eucalyptus_intertexta	T	E	B	C3	N	3.313063684	9.545359334	1.182740088	0.372632435	6.692545529	9.321438505
Eucalyptus_miniata	T	E	B	C3	N	NA	8.110231926	1.259165149	NA	8.308435265	NA
Eucalyptus_miniata	T	E	B	C3	N	NA	10.24693968	1.04006363	NA	NA	NA
Eucalyptus_miniata	T	E	B	C3	N	NA	9.955690601	1.041025857	NA	NA	NA
Eucalyptus_miniata	T	E	B	C3	N	NA	9.579193902	1.047121214	NA	NA	NA
Eucalyptus_nesophilla	T	E	B	C3	N	NA	9.043446541	1.109192979	NA	NA	NA
Eucalyptus_obliqua	T	E	B	C3	N	NA	10.55444738	0.973485697	0.262568792	NA	NA
Eucalyptus_paniculata	T	E	B	C3	N	3.060176458	7.989505426	1.035495986	0.267467086	6.532610076	8.316819757
Eucalyptus_porrecta	T	D	B	C3	N	NA	8.239015599	1.093394167	NA	NA	NA
Eucalyptus_pruinosa	T	E	B	C3	N	NA	10.83357519	1.026888406	NA	NA	NA
Eucalyptus_pruinosa	T	E	B	C3	N	NA	10.462042	1.129998017	NA	NA	NA
Eucalyptus_socialis	T	E	B	C3	N	4.298156423	11.64513821	1.089497987	0.296807896	5.52600808	9.360747698
Eucalyptus_tectifica	T	D	B	C3	N	NA	10.18149751	1.030655271	NA	NA	NA
Eucalyptus_tectifica	T	E	B	C3	N	NA	11.26547708	1.040613616	NA	NA	NA
Eucalyptus_tectifica	T	E	B	C3	N	NA	8.327535341	1.226112339	NA	NA	NA
Eucalyptus_terminalis	T	E	B	C3	N	NA	11.16365336	0.955427236	NA	NA	NA
Eucalyptus_terminalis	T	E	B	C3	N	NA	11.62848087	1.013986975	NA	NA	NA
Eucalyptus_tetradonta	T	E	B	C3	N	NA	10.45081814	0.95912849	NA	NA	NA
Eucalyptus_tetrodonta	T	E	B	C3	N	2.493815464	9.579614111	0.861791729	0.227299656	6.003794521	NA
Eucalyptus_tetrodonta	T	E	B	C3	N	NA	11.07904253	0.965913799	NA	NA	NA
Eucalyptus_tetrodonta	T	E	B	C3	N	NA	10.39528918	1.040888467	NA	NA	NA
Eucalyptus_umbra	T	E	B	C3	N	4.027724998	10.10935493	0.960690023	0.244403338	4.998573812	7.90119127
Euclea_divinorum	T	NA	NA	NA	N	NA	NA	NA	NA	NA	NA
Euclea_divinorum	T	NA	NA	NA	N	NA	NA	NA	NA	NA	NA
Eucryphia_cordifolia	T	E	B	C3	N	4.18440184	8.421334272	0.907637678	NA	6.782482308	7.356874591
Eucryphia_cordifolia	T	E	B	C3	N	4.625011776	8.324362095	1	NA	6.528765276	8.551682401
Eucryphia_cordifolia	T	E	B	C3	N	5.121608017	8.071261915	0.995644707	NA	NA	NA
Eugenia_caseariodes	T	E	B	C3	N	2.658397786	6.091384536	1.58355517	0.527383614	NA	NA
Eugenia_caudata	T	NA	B	NA	N	NA	NA	0.829371874	0.265032679	NA	NA
Eugenia_mabaeoides	T	NA	NA	NA	N	NA	7.058570198	1.116936545	0.317616541	NA	NA
Eugenia_rugosa	T	E	B	C3	N	3.916900877	9.057402243	1.074132979	NA	NA	NA
Eugenia_spicata	T	NA	NA	NA	NA	NA	7.545166046	NA	NA	NA	NA
Eugenia_stapfiana	T	NA	B	NA	N	NA	NA	0.936597596	0.335707518	NA	NA
Eugenia_woodii	T	NA	B	C3	N	NA	8.50165996	1.336176048	NA	NA	NA
Euonymus_europaeus	T	D	NA	NA	N	NA	6.118931271	1.474877308	0.487070811	NA	NA
Euonymus_europaeus	S	D	NA	NA	NA	NA	5.515543383	NA	NA	NA	NA
Eupatorium_cannabinum	H	NA	NA	NA	N	NA	4.658140724	NA	NA	NA	NA
Eupatorium_rugesum	H	NA	B	C3	N	1.976329304	3.776611418	1.809926193	NA	13.22439676	10.48817066
Euphorbia_margalidiana	S	E	B	C3	N	NA	6.718223099	1.758860338	NA	9.184709539	9.202300775
Euphrasia_frigida	H	NA	B	C3	N	NA	4.421625804	2.075882028	NA	NA	NA
Eurya_japonica	T	E	B	NA	N	4.380317694	NA	NA	NA	NA	NA
Eurycoma_longifolia	T	NA	B	NA	N	NA	NA	NA	0.409511608	NA	NA
Eutaxia_microphylla	S	E	B	C3	Y	2.901224842	7.018433421	1.318349673	0.33024998	7.038094872	9.89285409
Exocarpus_apophyllum	T	E	N	C3	N	4.62264791	15.17332546	1.028339498	0.383426507	2.56987328	7.822750841
Fagraea_fragrans	T	NA	NA	NA	NA	NA	7.095052143	NA	NA	NA	NA
Fagus_crenata	T	D	B	C3	N	2.066614234	7.242767405	NA	NA	5.796518963	NA
Fagus_grandfolia	T	D	B	C3	N	NA	6.003794521	NA	NA	7.528131115	NA
Fagus_grandifolia	T	D	B	C3	N	NA	6.234085061	1.342409624	0.398192886	NA	NA
Fagus_grandifolia	T	D	B	C3	N	NA	5.656629791	1.380187411	0.463220971	NA	NA
Fagus_sylvatica	T	D	B	C3	N	2.177549147	5.22663521	1.402780718	0.491103686	8.716213846	8.887905596
Fagus_sylvatica	T	D	B	C3	N	NA	6.756102564	1.459059088	0.420995739	NA	NA
Faramea_occidentalis	T	E	NA	NA	N	NA	6.957913416	1.095999747	0.33857151	NA	NA
Faramea_occidentalis	T	E	NA	NA	N	NA	NA	1.229768421	NA	NA	NA
